title,text,publish_date,source
台積電領軍 台股一度暴漲近900點！法人：地緣干擾短暫 趨勢仍在多方,"本文共396字

經濟日報 記者王奐敏／台北即時報導

即便美股四大指數23日均收黑，加權指數24日仍開高走高，盤中最高一度暴漲898點至34,671點，再刷新盤中歷史新高紀錄。台積電（2330）盤中一度大漲75元至1,975元，同樣刷新盤中歷史新高，逼近2,000元大關。

永豐期貨指出，春節後首日開紅盤一度強勢突破34,000點，但高檔獲利了結與國際局勢不確定性升溫，加上台指期結算，使得加權指數由高點快速回落，顯示市場情緒偏向「先賣再說」而非全面轉空，台積電衝高下殺後收1,900元，尾盤出現萬張大單屬於換手與短線調節，並非基本面轉弱，紅盤日量能放大代表資金仍在場內，只是籌碼重新分配，後市關鍵在權值股整理後能否再度帶動指數挑戰34,000點，整體結構仍偏多看待。

國際情勢方面，對伊朗持「嘴硬腳軟」看待，態度依舊強硬表態但實際動作傾向談判，市場預期最終仍會回到協議框架，只要地緣風險不擴大，風險溢價將逐步收斂，短線震盪難免，但中期趨勢仍未改變。",2026-02-24 11:09,經濟日報
台積電領軍 台股大漲近900點再創盤中指數新高,"本文共541字

中央社 記者曾仁凱台北24日電

不畏道瓊工業指數昨晚重跌821.91點，台股今天在台積電領軍下開高走高，早盤最多大漲近900點，最高衝上34671點，創盤中指數新高，至10時30分，指數上漲852.76點，報34626.02點，成交值約新台幣4541億元。

3大權值股全部開高，台積電早盤最多上漲75元至1975元，續創新天價，台達電最多漲70元至1375元，同創新高；鴻海最多漲4元至232.5元。

PCB族群今天漲勢兇猛，南電、景碩、燿華、榮科、泰鼎-KY盤中都攻上漲停，欣興、臻鼎-KY大漲超過8%。

法人分析，昨晚美股下跌，主要是美國關稅不確定性再起，以及AI對傳統軟體廠帶來顛覆的憂慮擴大，如IBM昨天股價暴跌13.15%；反觀AI資本支出持續擴大，晶片廠相對抗跌，本週即將公布財報的輝達（NVIDIA）昨天逆勢上漲，而台股以半導體及科技硬體為主，與後者關連性較大。

野村投信投資策略部副總經理樓克望分析，現階段電子供應鏈廠商的獲利能見度持續優於非電子，配合中長期AI、半導體趨勢，以及產能擴張逐步到位，台股中長期投資價值仍具吸引力。

野村投信看好，隨著AI需求深入到先進封裝、記憶體、關鍵材料等底層，台灣供應鏈角色已由受惠者轉為主導者，預期2026年起成為AI發展新主線，此趨勢有助支撐台股中長期表現。",2026-02-24 11:06,經濟日報
"台股飆漲逾800點 台積電近90度急拉衝達1,975元天價、市值51.21兆元","本文共589字

經濟日報 記者楊伶雯／台北即時報導

台積電（2330）ADR周一收盤下跌0.13%，收在370.04美元，外資在馬年開紅盤日賣超台積電17,559張，但24日卻是開高走高，早盤約10時25分左右出現近90度急拉，股價由1,945元一口氣衝達1,975元，大漲75元，漲幅3.95%，寫歷史新高價，貢獻大盤指數超過600點，市值激增至51兆2,166億元。

台股24日開高247.45點，以34020.71點開出，台積電開高15元，以1,915元開出，盤中再創天價，股價急衝達1,975元，朝2,000元關卡挺進，隨後在台達電（2308）、日月光投控（3711）、聯發科（2454）、南亞（1303）等權值股連袂上揚推動下，大盤漲點持續擴大，尤其是台積電大漲，大盤指數一度衝達34,671.38點，大漲898.12點。

台積電在先前法說會時已釋出第1季財測，預估美元營收346億美元至358億美元、中間值約352億美元，季增約4.4%；毛利率63%至65%、營益率54%至56%，匯率假設基礎為1美元兌新台幣31.6元。

台積電董事長魏哲家先前也在法說會預告，AI應用帶動半導體產業持續暢旺，台積電2026年又將是強勁成長的一年，持續超越產業表現，預估美元營收年增近3成。台積電2025年美元營收創新高，2026年持續成長，可望再創新高。

台積電1月營收首度突破4,000億元大關，單月營收4,012.55億元，創歷史新高。",2026-02-24 10:42,經濟日報
台積電創1940元新天價 市值達50.3兆元新高,"本文共259字

中央社 記者鍾榮峰台北24日電

晶圓代工龍頭台積電股價今天早盤衝上新天價1940元，漲40元，市值大增新台幣1.03兆元至50.3兆元，續創新高，貢獻加權指數約320點。

台積電美國存託憑證（ADR）拉尾盤小跌0.13%，收370.04美元，相較美股4大指數走跌，表現穩健。

台積電受惠人工智慧（AI）對先進製程及先進封裝需求強勁，1月營收創下歷史新高，達到4012.55億元，台積電預期，今年營運可望持續強勁成長，美元營收將成長接近30%。

台積電在1月法人說明會中指出，AI市場近期發展情勢非常正向，2025年AI加速器營收比重達17%至19%。",2026-02-24 10:12,經濟日報
台積電逆勢美股開高！台股續漲逾500點再創新高,"本文共661字

經濟日報 記者李慧蘭／台北即時報導

AI對各產業可能造成的衝擊與川普關稅隱憂，衝擊美股四大指數昨夜全面收黑，台積電（2330）ADR隨之小跌0.13%，輝達則逆漲0.91%。台股24日續開高247.45點、報34020.71點，台積電開高15元、報1,915元，隨後在台達電（2308）、日月光投控（3711）、聯發科（2454）、南亞（1303）等權值股連袂上揚推動下，大盤漲點持續擴大逾500點以上。

類股方面，造紙、玻陶、塑膠、電子零組件漲幅居前，紡織、電子通路、食品、觀光相對落後。族群則有華新科（2492）、國巨*（2327）帶領被動元件族群續強；矽光子也由穩懋（3105）、上詮（3363）、惠特（6706）聯袂領攻；記憶體族群漲勢不若昨日剽悍，但群聯（8299）、力成（6239）仍有3%以上漲幅表現，南亞科（2408）、力積電仍維持高檔。

回顧台股23日開紅盤表現，大盤寫下盤中34,212點、收盤33,773.26點雙新高，成交值暴衝至9,020.81億元。

籌碼面上，三大法人23日合計賣超51.17億元，包括：外資買超83.52億元、投信賣超19.97億元、自營商賣超（合計）114.72億元。

台股自2月6日至23日波段漲幅逾2,000點，季線乖離率突破13%，法人分析高檔換手屬良性修正，預期短線呈高檔震盪。隨新春開紅盤創下新高，技術面維持強勢，加上輝達即將公布財報及黃仁勳預告GTC大會發表新作，有利族群輪動。然而，受美國貿易政策不確定性、OpenAI下修算力支出及美伊局勢升溫影響，市場情緒趨於謹慎，建議現階段採取「選股優於選市」策略。",2026-02-24 09:27,經濟日報
台積電ADR相對抗跌 較台北交易溢價22% 日月光跌逾2%,"本文共776字

經濟日報 編譯葉亭均／綜合外電

台股ADR周一（23日）收盤漲跌互見，台積電ADR收盤下跌0.13%，報每股370.04美元，換算並折合台幣後為每股 2,326.00 元，較台北交易股票溢價率為22.42%。日月光跌逾2%。

美股投資人擔心AI對產業的衝擊與關稅變數持續存在，道瓊工業指數23日收盤下跌821.91點，跌幅1.66%，收48,804.06點； 標普500指數下跌71.76點，跌幅1.04%，收6,837.75點；那斯達克指數下跌258.80點，跌幅1.13%，收22,627.27點。

費城半導體指數下跌46.96點，跌幅0.57%，報8,213.46點。",2026-02-24 07:31,經濟日報
台積電、0050追價買貴擺著沒關係？他38歲賺飽提早退休，細數7檔黃粱一夢「好股票」,"本文共2478字

大是文化

「做對的事情、比把事情做對更重要。」——管理學大師彼得‧杜拉克 在這裡，我們不斷嘗試著做對的事。

編按：作者是東海大學國貿系畢業。1997年退伍後，聽學長分析，聯電比台積電更具優勢，在120元時買進3張，結果不到半年便以60元認賠出場。當時聯電的營收比率沒問題，財報也非常漂亮，他以為買到成長股，結果反而接了刀子。問題出在哪裡？這次經驗雖慘痛，卻讓王仲麟決定用更系統化的方式找出讓股票大漲和大跌的理由。 之後他進入大穎集團擔任採購專員，當年塑化業界流傳著「北台塑、中大穎、南奇美」的說法，大穎可說與台塑跟奇美媲美比肩。幾年後卻因急於擴張，資金無法調度變成「地雷股」。他當時的任務之一，是負責讓公司順利下市，為了達成任務，他開始鑽研股票與金融運作機制，長達兩年的訓練，讓他養成一眼就能看出一家公司的危機與獲利機會。 這兩段經歷讓他發現，一家公司目前股價雖然好，但沒有獲利了結的長抱，就會把績優股抱成地雷（像是大穎），於是他研發出「慣性操作法」，取代有獲利就長抱的觀念，讓他在38歲時就財富自由，提早退休。

作者： 王仲麟

下跌18 年才漲回，你等得了嗎？

投資圈的金句名言很多，如果要挑出影響投資能否順遂、甚至決定投資獲利多寡最深的一句，很多人會說是「千金難買早知道」。其實這句話的全文是：「千金難買早知道，後悔沒有特效藥；萬事皆因沒想到，萬般無奈想不到。」說得極有道理，相信大概每個人都完全認同，但為什麼還是有無數投資人總在「事後」不斷懊惱，自己反覆出錯的投資行為？

現在請容我告訴大家這句話的真實版：「千金難買早知道，你卻假設早知道。」為什麼這麼說？比較2006年至2011年宏達電（2498）與台積電的ROE，這段時間宏達電的平均ROE約57.8％，過程中雖有起伏，但都能維持在35％以上；反觀台積電的平均ROE 僅23.3％，其實不差，但確實連宏達電的一半水準都不到，甚至曾經下滑到低於20％。

儘管你已經知道「相不獨論」，亦即不能單靠一項財務比率，就判定個股是否具有蒸蒸日上的體質，但若以巴菲特最喜歡的ROE，來檢視2006 年至2011 年的宏達電與台積電，在2011 年的你會認為誰比較厲害？誰才是更優質、值得投資的好股票？如果當下你相信，長期投資就應該追高買貴、買好擺著不出場，那麼會選擇誰？其實我們很清楚答案，而且當時就連法人都選宏達電。

但是當「事後」才知道兩者的營運績效大相逕庭，股價走勢更是完全相反，宏達電的價值與價格皆如水銀瀉地般直直落，台積電則似旱地拔蔥直直漲，你的想法是不是立刻變成「2011 年時我其實會投資台積電，絕對不可能買宏達電」？

這正好彰顯了一件事：千金難買早知道，但投資人卻經常以事後的答案，來制定事前的投資決策。而這也就是我想告訴你的關鍵句： 看到事後答案的回測，有一定的參考意義，雖然千金難買早知道，但請別「假設你知道」。

其實不只是宏達電，還有很多大家耳熟能詳、基本面表現也曾如日中天，讓很多投資人愛不釋手的優質好股票，例如：台泥、台塑（1301）、中鋼（2002）、南港（2101）、聯電、台揚（2314）、英業達（2356）等，後來都變成黃粱一夢。雖然目前這些股票都還在，但股價早已無法同日而語，所以「追價買貴沒關係，買好擺著不出場」的投資方式，真的不是適當的選擇。

此處我相信會有人說現在不一樣了，只要持有的是台積電或是0050，就可以心安，因為護國神山永遠都會穩若泰山， 0050 的歷史資料回測結果也表現穩定，所以只要持續買進就好，無須任何投資策略或評估價格高低。更甚者會相信，即便在最高點All in 都無妨，因為現在的高價就是未來的低價，亦即未來股價肯定會節節高升。

我無意爭論是非，事實上也沒有對錯，但是要提醒大家務必回歸初心，認真思考以下兩個問題，就會知道自己適不適合上述那種「追價買貴沒關係，買好擺著不出場」的投資方式。

1. 0050及台積電在2022 年時股價重挫。0050 從152.4 元跌至96.4 元，減損36.7％；台積電從688 元跌至370 元，幾乎腰斬。若是在之前就已經All in，這短短9 個月的時間內，資產便蒸發了將近一半，試想若投資人正準備退休，或已經退休，這9 個月來的心情會是如何？

2. 股市短期震盪本來就在所難免（但270 天也算是短期嗎），只要我耐心等待，一定能等到股價上漲的那一天。若是抱持這樣的想法，那麼在2007 年10 月高點買進0050 後，股價便進入長達一年多的下滑走勢，直到2009 年才反彈回升，但也並未漲回至2007 年時的水準，最後等到足足9 年之後，2016 年10 月才終於回本。

另外，台積電也有相同情形，若在2000 年2 月高點時買進，要等18 年到2017 年10 月才損益兩平。如果覺得只要是優質股票，買在高點、All in 都沒關係，股價見好也不用急著落袋為安，一旦遇到這9 年或18 年的套牢，心情又會是如何？

很多人會用學術上的股價還原方式，來安慰自己其實績效沒那麼糟。學術理論當然沒有問題，但你不妨再想一想：10 年前用10 元買的股票，每年都能領1 元現金股利，等於10 年領了10 元，學理會說持股成本其實已經等於0。若是10 年後股價只剩1 元，雖然在數學上還是賺錢，但相信你應該會大失所望的傷心，而不是大喜過望的開心，因為在投資的道理上，除非是除權送股票，才有機會降低平均成本，不然當初買進的價格是10 元，成本就是10 元，不會因為領到現金股利而降低持股成本。

本文摘自大是文化出版的《操作慣性股，我38歲就財富自由：篩出別人沒發現的類台積和類輝達，幾塊漲、幾塊跌有慣性，績效大勝長期持有。》

作者：王仲麟

東海大學國貿系畢業；擁有證券商高級業務人員證照、投信投顧業務員證照、中國理財規畫師國家第一級證照。

曾任職大穎集團財務部、國票金控研究部及自營部；投信投顧公會、企管顧問公司與多家銀行約聘講師。

因負責任職集團的下市流程，潛心鑽研股票、金融運作機制長達兩年時間，養成一眼看出公司危機與獲利機會的頂尖基本功。進入金融圈後，快速成為年薪500萬元、操作資金達32億元的頂尖操盤手，更獨創出慣性股操作法，在38歲財富自由、提早退休。",2026-02-23 23:48,經濟日報
擔心關稅，不如擔心持股「AI含量」！ 除了台積電，金馬年最強三劍客是它,"本文共1902字

摩爾投顧

摩爾證券投顧為業界頂尖投顧機構，擁有20位分析師以上陣容，成為市場最龐大最優秀團隊，實現「More Rich」、「富上加富」的品牌核心價值，堅持誠信及嚴明的投資紀律，致力幫助投資人創造豐碩獲利佳績！

文／江國中分析師

今天是金馬年開紅盤第一天，如果你還在糾結「台股3萬點太高」、「川普15%關稅會導致大跌」，那我必須直白地說：限制你財富的，從來不是大盤的點數，而是你對未來的想像力！在金馬年，我們要問的不是「會不會崩盤」，而是當台股衝向4萬點的大時代，你是在車上領賞，還是在路邊鼓掌？

一、 別被「川普稅」嚇破膽！那是談判的「打火機」而非「森林大火」

目前市場最大的雜音，莫過於川普的關稅大刀。川普最初在20日判決後宣稱的是10%，但在21日深夜透過社群媒體加碼表示要拉高到法律上限的15%。說什麼15%全球關稅會毀掉台灣出口。但我告訴你，這叫「利空出盡」！

最新消息顯示，美國最高法院已經判決之前的極端關稅違法，川普雖然祭出B計畫（1974 年貿易法第 122 條），想搞一個 150 天的臨時性 15% 關稅作為談判籌碼。這就像什麼？以前是 50% 的熊熊烈火，現在換成一個「小打火機」在火熱的經濟前面晃。 雖然有點煙，但根本燒不到核心！

更重要的是，高效能運算（HPC）晶片、AI 伺服器等高端產業都在「豁免清單」的射程範圍內。美股大廠如輝達、蘋果可能因為退稅大紅包而現鈔滿滿，回過頭來只會對台灣供應鏈下更多單。所以，與其擔心關稅，不如擔心你手上的持股有沒有「AI含量」！

二、 台積電 2000 元：這不是數字，是「AI 信仰」的總部

台股若要挑戰4萬點，領頭羊是誰？不用想，只有台積電。很多散戶有「恐高症」，看著台積電破千就手抖。但我告訴你，台積電 1500 元只是「地板價」，未來的轉折值預估最高上看 2390 元！ 為什麼？因為它是全球 AI 的心臟。根據最新產業研究，隨著Blackwell晶片量產與HBM整合，台積電的毛利率只要站穩 71%，獲利回饋將是驚人的。

記住一件事：台北股市從來沒有因為台積電一個人的「垃積盤」而反轉，通常是台積電拉高後，中小型標股接棒噴發。 如果你不敢抱台積電，那你就失去了參與這場4萬點盛宴的門票。

三、 金馬年三劍客：是你的財富加速器？

若台股真的能上 4 萬點，選股就要選最強的「第一梯隊」。這就是我常講的「AI 黃金三角」：記憶體、CPO、機器人。

1. 記憶體：報價止跌回升，HBM 是大招

大家看過美股的美光 (MU-US) 台股休市期間漲了多少了吧！三星和海力士也都在瘋漲。這背後的邏輯很簡單：AI 需要巨大的記憶空間，HBM（高頻寬記憶體）供不應求。 在台股中，我們要鎖定的是具有韌性的華邦電、南亞科或是正在醞釀買點的群聯。這波記憶體行情是「認錯回補」的開始，錯過這次低檔佈局，下次可能就要追在高點了。

2. CPO（矽光子）：2026 年的「剛需」原年

如果你問我今年什麼產業最有「爆發感」，我會說 CPO。為什麼？因為傳統的銅線傳輸已經快到極限了，AI 運算這麼快，傳輸跟不上就叫「塞車」。矽光子就是把電訊號變光訊號，解決塞車問題。 美股的 Lumentum(LITE-US) 已經表態，而台股的「光通訊家族」更是強到不行。像是波若威 (3163-TW)、IET-KY(4971-TW)、聯亞 (3081-TW)、光聖 (6442-TW)、上詮 (3363-TW)、華星光 (4979-TW) 都值得留意。

3. 機器人：從「春晚」看見的未來商機。輝達GTC催化，台股「重量級軍團」出列

今年過年，中國春晚展示了機器人的飛速進步，這不是科幻片，是商用化的起點。隨著輝達的GTC大會即將登場，AI結合機器人的應用將成為重頭戲。

系統整合巨頭： 鴻海（與輝達深度合作開發機器人平台）、台達電（全球電源與工業自動化領導者）。

關鍵組件與傳輸： 上銀（機器人肌肉傳動元件龍頭）、亞德客 - KY（氣動元件）。

大腦與運算：研華（工業電腦龍頭）、樺漢。

視覺與感測： 所羅門（AI 視覺指標）、廣明（達明機器人母公司）。

宇隆：首度公開已進入人形機器人的齒輪與減速機供應鏈，預計 2026 年放量。

信邦：與宇隆合作提供關節驅動模組與電子線束。

新代：提供機器人控制器與「小腦」開發平台。

以上都是這波機器人大軍的受益者。這是一個「從無到有」的大市場，爆發力驚人。

紅盤日操作：記住這「三不」禁忌

1.不急追： 跳空大漲不要急，等盤中震盪拉回才是好買點。

2.不亂砍： 只要封關日低點 33,000 點不破，多頭火種就不會滅。

3.不分心： 汰弱留強！把資金集中在「最強 AI 核心」，不要在弱勢股上浪費生命。

你準備好迎接 4 萬點的台股了嗎？金馬年，是屬於勇者的。

※本公司所推薦分析之個別有價證券

※無不當之財務利益關係 以往之績效不保證未來獲利

※投資人應獨立判斷 審慎評估並自負投資風險",2026-02-23 21:38,經濟日報
外資連4買台股 加碼群創與金融股、調節友達台積電,"本文共901字

中央社 記者鍾榮峰台北23日電

台股今天農曆馬年開紅盤，終場上漲167.55點，收33773.26點，再創收盤歷史新高，外資買超台股新台幣83.52億元，加上蛇年封關前已連4買，今天主要加碼群創和金融股，反手減碼友達和台積電，對台積電連2賣。

台股今天開高震盪，留長上影線439.12點，終場上漲167.55點，收33773.26點，成交值9020.81億元。

三大法人今天合計賣超台股51.43億元，其中自營商賣超114.72億元，投信賣超20.23億元，外資及陸資買超83.52億元。根據統計，加上蛇年封關前，外資在台股已連4個交易日買超，投信今天轉賣，終結蛇年封關前連8日買超台股。

在台指期淨部位，三大法人今天淨空單增加4433口至5054口，其中外資淨空單增加3187口至3萬852口。

觀察外資買超個股動向，根據台灣證券交易所統計，外資今天加碼群創超過12萬張排名第1，敲進凱基金逾8.4萬張，買超台新新光金和力積電各約近6.2萬張及6.15萬張，加碼群益台灣精選高息ETF逾4萬張，買超彰銀逾3.2萬張。

外資還敲進玉山金、台企銀、三商壽、陽明、合庫金、兆豐金等，均超過2萬張；另加碼鴻海9158張，連4買。

相較之下，外資今天調節元大台灣50 ETF約6.15萬張，減碼友達約5.2萬張，賣超仁寶和旺宏各約3.4萬張，並減碼台積電1.75萬張，連2賣。

兆豐投顧研究部副總經理黃國偉指出，外資持續加碼台股，內資也未偏弱，後續觀察融資水位狀況。他表示，台股偏多格局不變，不過台股從去年11月迄今已大漲超過7000點，短線留意漲多震盪。

展望台股後市，台新台灣優勢成長主動式ETF基金經理人魏永祥表示，台股後市盤面可關注以下焦點，首先美國最高法院裁定總統川普關稅政策違法後，未來川普援引何種法源重啟關稅、退稅機制如何建立，以及美國國會是否趁勢重奪貿易政策主導權。

其次，魏永祥指出，美國聯邦準備理事會（Fed）主席接班人華許（Kevin Warsh）若上任後，未來貨幣政策動向也是觀察重點。此外，重量級科技大廠財報、尤其是美國時間25日將公布的輝達（NVIDIA），對今年營運展望與人工智慧（AI）產業趨勢定調，尤其關鍵。",2026-02-23 18:30,經濟日報
台積電噴1333億元成交值竟收最低！量價榜曝外資「棄權值」轉愛這些股,"本文共702字

經濟日報 記者李慧蘭／台北即時報導

台股23日馬年開紅盤寫下盤中34,212點、收盤33,773.26點雙新高，成交值暴衝至9,020.81億元，顯示市場在歷史高點出現劇烈的籌碼換手。從量價排行與外資前十大買賣超名單交叉比對，資金主線已相當清晰。

從成交值排行榜來看，權王台積電（2330）單日成交1,333億元傲視群雄，但其走勢卻從盤中1,935元天價一路滑落至1,900元最低點收盤。對照外資買賣超清單可發現，外資單日大舉賣超台積電達17,558張，成為壓抑指數的主因。

同樣的情況也發生在成交量首位的凱基台灣TOP50（009816）與元大台灣50（0050），外資分別賣超了2.2萬張與6.1萬張，顯見外資在指數創高之際，對權值股採取了積極的調節策略。

然而，外資並非全面看淡台股，而是將資金移防至「低位階」與「具備轉機題材」的個股。在成交量排行榜位居前列的群創（3481）與力積電（6770），外資分別掃貨12萬張與6.1萬張，助攻力積電強漲逾6%、群創大漲6.38%。這反映出外資看好AI需求外溢至成熟製程與面板轉型，改採「低價、補漲」策略。

值得注意的是，旺宏（2337）、華邦電（2344）與力積電同時出現在成交量與成交值雙榜，其中力積電更獲外資大舉回補逾6萬張，成為記憶體族群中資金態度最明確標的；相對地，旺宏雖量價齊揚，卻遭外資賣超逾3.3萬張，呈現籌碼分歧。",2026-02-23 17:28,經濟日報
台指期結算台積電翻黑 台股漲勢收斂收盤創新高,"本文共341字

中央社 記者鍾榮峰台北23日電

台股馬年開市盤中強勢，首次突破34000點大關，電子和金融指數連袂再創新高，權王台積電觸1935元創新天價，市值首次攻上新台幣50兆元，台股盤中觸歷史新高34212.38點，大漲606.67點，不過適逢台指期結算日，午盤後賣壓湧現漲勢收斂，台積電翻黑。

終場加權指數收33773.26點，上漲167.55點，未站穩34000點大關，仍創收盤歷史新高，成交值放大至新台幣9020.82億元。電子指數上漲0.09%，電子指數觸盤中新高2109.54點；金融指數漲2.71%，金融指數觸2580.91點，也創盤中新高。代表中小型股的櫃買OTC指數終場上漲2.06%。

權王台積電盤中攀高至1935元，再創新天價，市值突破50兆元關卡，至50.18兆元，終場翻黑收1900元，跌0.78%。",2026-02-23 14:25,經濟日報
"台股馬年開紅盤衝3萬4得而復失！四天狂漲1,990點、台積電終場跌15元","本文共941字

經濟日報 記者崔馨方／即時報導

台股馬年首日火力全開，23日盤中與收盤點位再齊步改寫歷史新高，日K線連五紅，已連四個交易日大漲、累計1,990點，盤中最高34,212點，終場收33,773點，漲167點、漲幅0.4%，成交金額9,020.8億元；櫃買指數也走強，收漲2%至303點。台積電（2330）盤中以1,935元創天價，終場則收低為1,900元、下跌15元。

觀察盤面上，強勢族群多點開花，主要集中在PCB、玻璃基板、MCU、特用化學、晶片電阻、再生晶圓、被動元件、石英元件、記憶體、軟板廠等，其中PCB群的景碩（3189）、南電（8046）、華通（2313）、欣興（3037）、銘旺科（2429）紛紛飆漲停作收，最為強勢。

33檔千金股漲多於跌，致茂（2360）、力旺（3529）、聯亞（3081）收漲停最強，昇達科（3491）、AES-KY（6781）漲逾半根漲停板，穎崴（6515）、貿聯-KY（3665）、印能科技（7734）、奇鋐（3017）、祥碩（5269）跌逾5%以上，表現最弱。

此外，本日價漲量增強勢股包括：華星光（4979）、景碩（3189）、國巨*（2327）、穩懋（3105）、華邦電（2344）、華通（2313）、欣興（3037）、台玻（1802）、臻鼎-KY（4958）、中工（2515）、富喬（1815）、凱基金（2883）、南亞（1303）、力積電（6770）、燿華（2367）、旺宏（2337）等；ETF方面，主動統一全球創新（00988A）、主動元大AI新經濟（00990A）、富邦特選高股息30（00900）、群益台灣精選高息（00919）、主動群益台灣強棒（00982A）等，同樣價漲量增，表現強勢。

展望台股後市，綜合富邦投顧董事長陳奕光、台新投顧副總經理黃文清表示，台股在三萬點以上高檔震盪將成新常態，背後關鍵仍在於企業獲利強勁支撐，預估2026年整體獲利年增三成，甚至挑戰近6兆元。此外，2026年上半年配息加配股規模上看3兆元，為市場提供資金動能。

值得注意的是，針對農曆年後紅包行情，陳奕光補充，投資人普遍認為科技類股會是主力。然而，根據過去十年統計，新春開紅盤後20個交易日內，漲幅較大的類股反而是傳統產業，包括：電氣電纜、造紙、運輸、鋼鐵以及生技等，亦可同步留意。",2026-02-23 13:54,經濟日報
台積電先進製程、封裝供不應求 永光、中華化飆漲停,"本文共645字

經濟日報 記者馬琬淳／台北即時報導

先進製程及先進封裝推升化學材料用量及相關產品技術要求，永光（1711）、中華化（1727）23日盤中漲停鎖死，三福化（4755）大漲約8%，台特化（4772）上漲約6%，長興（1717）上漲近5%。

台積電（2330）擴大海內外投資，「材料國家隊」股價表現佳，以永光、中華化漲勢最強，雙雙強鎖漲停，永光衝上25.3元，中華化漲至46.35元。

永光感光型聚醯亞胺（PSPI）今年驗證、量產進度受矚目。PSPI為先進封裝關鍵材料之一，去年日本大廠傳出供不應求，國內晶圓業者開始尋找本土供應商，永光的EverPI P07正型聚醯亞胺產品因此獲得與客戶洽談、送樣及評估的機會，目前正處於驗證階段，如通過驗證並放量，有望切入先進封裝供應鏈，對營收、獲利將帶來可觀貢獻。

永光2025年全年度電子化學品占營收比重，已超過24%；去年電子化學品營收年成長率達7%。

中華化針對先進製程打造的第五條電子級硫酸產線（A27廠），預估最快今年第1季通過晶圓大客戶驗證，有望躍居晶圓代工龍頭客戶第二大電子級硫酸供應商。中華化表示，最快今年1-2季開始出貨。

三福化日前表示，旗下TMAH回收液驗證順利，可望於本季通過晶圓代工龍頭客戶8吋廠驗證，並於下一季開始導入、放量；供應12吋廠的TMAH回收液，則預計今年年底出貨。

據悉，TMAH為電子業顯影製程中的必需品，但顯影製程中會產生大量的TMAH廢液，該廢液具有生物急毒性，若未妥善處理，將對環境造成重大衝擊，在環保要求日益嚴格，以及晶圓擴廠潮帶動下，三福化相關收入看升。",2026-02-23 12:44,經濟日報
台積電創新天價1935元 台股漲逾600點首登34000點,"本文共585字

中央社 記者鍾榮峰台北23日電

台股今天農曆馬年開紅盤走高，首度突破34000點大關，電子和金融指數強勢表態，權王台積電翻紅勁揚，盤中觸1935元新天價，市值攀至新台幣50.17兆元，台股盤中最高觸34212.38點，創盤中歷史新高，大漲606.67點，之後漲幅漸收斂，仍站穩34000點之上。

至10時29分，加權指數34059.03點，上漲453.32點，漲幅1.35%，成交值放大至新台幣5210.89億元，櫃買OTC指數盤中漲2%，電子指數漲1.17%，金融指數漲2.76%。電子指數盤中觸2109.54點，再創歷史新高，金融指數觸2580.91點，也創盤中新高。

台達電盤中攻上1380元新高，大漲9.5%，之後漲幅收斂仍漲逾6%，記憶體族群南亞科盤中漲6%，華邦電觸漲停116元，旺宏早盤觸漲停108元，盤中漲8%。聯發科盤中跌1.6%，力積電漲8%。國巨鎖漲停281.5元，欣興鎖漲停405.5元。

股價超過千元的高價股漲跌互見，站穩「33千金」。

台新台灣優勢成長主動式ETF基金經理人魏永祥表示，雖然關稅風波再起，但市場認為影響有限，加上春節過年期間國際股市及美股半導體指數走強，帶動台股今天開紅盤補漲行情，衝破34000點大關，再創歷史新高。

展望後市，魏永祥分析，雖然短線受關稅變數影響，台股可能趨於震盪，但中長線來看，今年台股企業獲利成長可期，扎實基本面提供台股多頭續航的火種。",2026-02-23 11:00,經濟日報
