date,stock_id,source,title,sentiment_score,impact_intensity,certainty,time_horizon,summary,evidence,reason
2022-08-25 09:30,2330,旺得富 WantRich,《證交所》今日單一證券鉅額成交股票：台積電、中信金、矽力*-KY - 旺得富 WantRich,0.6,0.8,1.0,0.4,台積電受益於高成交量,證交所今日單一證券鉅額成交股票：台積電,因為台積電被提及為單一證券鉅額成交股票，表明投資者對其有強烈興趣，因此評分為偏向利多。
2022-08-25 23:21,2330,經濟日報,台積電ADR上漲2.4% 隨費半反彈 - 經濟日報,1.0,0.7,1.0,0.8,台積電ADR上漲,新聞標題顯示台積電ADR有正面的變化,根據新聞標題，表明市場對台積電有信心
2022-08-26 00:52,2330,udn.com,台積電因艾司摩爾EUV變「吃電怪獸」 2025年耗能估占全台12% - udn.com,-0.8,1.0,0.9,0.4,台積電因艾司摩爾EUV技術導致重大耗能問題,標題提到台積電因艾司摩爾EUV變成「吃電怪獸」,負面新聞影響台積電股價，中期時間框架
2022-08-26 01:14,2330,udn.com,台股早盤漲逾百點 台積電開盤上漲5元 - udn.com,1.0,1.0,0.9,0.8,台積電上漲,標題提到台積電開盤上漲5元,新聞標題顯示股價上漲，因此評分為極大利多
2022-08-26 01:18,2330,Yahoo奇摩新聞,快訊／台股漲逾120點重返15300點！台積電漲近1% - Yahoo奇摩新聞,0.8,0.9,1.0,0.8,台股突破15300點，台積電大幅上漲,台股漲逾120點重返15300點！台積電漲近1%,標題中提到台股大幅上漲和台積電大幅上漲，表明市場正對這兩個指標有正面的評估
2022-08-26 01:49,2330,Yahoo奇摩新聞,台股開盤重返萬五 台積電、聯發科、鴻海都漲 - Yahoo奇摩新聞,1.0,0.8,0.9,0.8,台股收紅，三大法人中台積電、聯發科和鴻海都上漲,標題顯示三大法人均錄得漲幅，表明市場對其股票持bullish態度,因為新聞標題明確提到這幾家公司的股價上漲，從而推斷出市場情緒是正向
2022-08-26 03:27,2330,工商時報,半導體產業明星股 台積電、創意、穎崴 - 工商時報,1.0,0.8,1.0,0.4,台積電股價可能上漲,半導體產業明星股 台積電、創意、穎崴,標題提及台積電為明星股，表現出對公司的正面評估
2022-08-26 03:43,2330,Yahoo奇摩股市,《半導體》傳明年晶圓代工價續漲 台積電不評論 - Yahoo奇摩股市,-0.7,0.8,0.6,0.4,台積電晶圓代工價料續漲,標題提到半導體傳明年晶圓代工價續漲,因為新聞標題中出現了「傳明年晶圓代工價續漲」字眼，意味著未來可能會對台積電造成影響
2022-08-26 05:18,2330,鉅亨網,台積電將量產3奈米 市占率仍可望領先三星 - 鉅亨網,0.7,0.8,1.0,0.4,台積電量產3奈米技術將大幅提昇市占率,台積電將量產3奈米 市占率仍可望領先三星,這項新聞表明台積電的新技術有助於擴大市場份額，增加了投資者的信心
2022-08-26 06:12,2330,Yahoo奇摩股市,【台盤盤後】台積電突破月線 台股收漲日K棒連2紅 - Yahoo奇摩股市,0.8,0.7,1.0,0.4,台積電突破月線,新聞標題中提到台積電突破月線，表明市場對台積電的看法是積極的。,該公司股票代號2330突破月線，這通常被視為一個強烈的買點信號，顯示市場對該公司股價有正面預期。
2022-08-26 07:00,2330,ETtoday財經雲,外媒指台積電「吃電怪獸」 護國神山急澄清：用1度就替全球省4度 - ETtoday財經雲,-0.6,0.8,0.9,0.4,台積電被指控用電效率不佳,外媒指台積電「吃電怪獸」 護國神山急澄清：用1度就替全球省4度,外媒報導對公司形象不利，且使用了負面詞彙，但護國神山的回應表明公司正在努力改善用電效率
2022-08-26 07:00,2330,Yahoo奇摩股市,企業若踩中國紅線 德智庫：台積電被報復風險最低 - Yahoo奇摩股市,-0.8,0.9,0.7,0.4,台積電被報復風險不大,企業若踩中國紅線 德智庫：台積電被報復風險最低,受標題消息所影響，預期股價可能短期下跌
2022-08-26 07:00,2330,聯合新聞網,500元的台積電可以買嗎？用財報公式算出合理股價| 聯合新聞網 - 聯合新聞網,-0.8,0.7,1.0,0.4,標題暗示台積電股價過高,新聞標題提到「500元的台積電可以買嗎？」,暗示對於是否購買有疑問，表明市場對台積電股價存在一定程度的不確定
2022-08-26 07:00,2330,Yahoo奇摩新聞,被指「吃電怪獸」！台積電曝1證據澄清 - Yahoo奇摩新聞,-1.0,0.8,0.7,0.4,台積電股票面臨利空,被指「吃電怪獸」！,標題語氣強烈且帶有負面的描述詞，暗示公司可能處於不利的狀況
2022-08-26 09:30,2330,旺得富 WantRich,《證交所》今日單一證券鉅額成交股票：台積電、中租-KY、矽力*-KY - 旺得富 WantRich,-0.5,0.8,1.0,0.4,台積電被認為將受到影響,證交所今日單一證券鉅額成交股票：台積電...,台積電因為出現在新聞標題中，被視為受影響的股票，故獲得負面偏差
2022-08-26 10:02,2330,udn.com,被指生產耗電 台積電：是用1度可省4度 - udn.com,-0.7,0.6,1.0,0.4,對台積電產業可能有負面影響,被指生產耗電,受指控而導致市場恐慌，短期內可能出現下跌趨勢
2022-08-26 14:58,2330,經濟日報,台積電 押長天期 - 經濟日報,-0.5,0.6,0.8,0.4,台積電受到負面新聞影響,新聞標題指出台積電有押長天期風險,"負面新聞通常對股票產生負面影響,因此設定為極大利空"
2022-08-26 14:58,2330,udn.com,全民權證／台積電押長天期| 聯合新聞網 - udn.com,-0.8,0.6,1.0,0.4,台積電押長天期,新聞標題提到全民權證及聯合新聞網-udn.com的資訊。,新聞標題顯示利空資訊，與公司相關之全民權證和聯合新聞網的合作關係
2022-08-26 21:30,2330,自由財經,台積電通吃HPC大單 - 自由財經,0.5,0.8,1.0,0.4,台積電接下來HPC大單,新聞標題,新聞標題指出台積電接下來了HPC大單，表明公司在該領域的影響力和競爭力得到認可
2022-08-27 02:49,2330,Yahoo奇摩新聞,被指「吃電怪獸」！台積電曝1證據澄清 - Yahoo奇摩新聞,-0.8,0.9,0.7,0.4,台積電被指控「吃電怪獸」，影響股價,被指吃電怪獸！,新聞標題帶有負面字詞，表明公司涉及違規行為
2022-08-27 03:34,2330,今周刊-在今天看見明天,台積電(2330)技術為何在日本人眼裡是「高中生等級」？原因揭曉...他秒懂：難怪日本半導體輸慘 - 今周刊-在今天看見明天,-0.9,0.7,0.5,0.8,台積電技術被視為高中生水平,新聞標題中提到日本人眼裡的觀感,新聞標題暗示了對台積電技術的負面評價
2022-08-27 07:00,2330,自由財經,台積電通吃HPC大單 - 自由財經,0.8,1.0,1.0,0.4,台積電獲取HPC大單,台積電通吃HPC大單 - 自由財經,新聞標題顯示台積電獲得大單，表明公司股票價格可能會受到正面影響
2022-08-28 05:16,2330,Yahoo奇摩股市,台積電技術論壇30日登場 聚焦2奈米先進製程 - Yahoo奇摩股市,0.4,0.7,1.0,0.8,台積電技術論壇登場，聚焦2奈米先進製程,新聞標題指出台積電將舉辦技術論壇，聚焦於未來的技術發展,新聞標題中提及新技術的推進與未來發展，表明對台積電業務有相當程度的影響
2022-08-28 07:00,2330,Yahoo奇摩股市,《台北股市》盤中焦點股：台積電、太景、永昕、貿聯、佳龍、南染 - Yahoo奇摩股市,0.5,0.6,0.8,0.4,台積電股價可能會受到影響,太景、永昕、貿聯、佳龍、南染等公司與台積電關係密切,市場焦點股的變化通常意味著市場對相關股票有興趣或預期，可能導致股價波動
2022-08-28 22:56,2330,蘋果新聞網,台積電技術論壇明登場聚焦先進製程及3奈米訂單｜蘋果新聞網｜蘋果日報 - 蘋果新聞網,0.7,0.9,1.0,0.8,台積電技術論壇可能對公司帶來正面影響,新聞標題中提到聚焦先進製程及3奈米訂單，暗示公司業務持續成長,新聞標題表明公司將在技術論壇亮相，展現其領先地位和競爭力
2022-08-29 01:27,2330,udn.com,美股大跌 台積電跌破500元 - udn.com,-1.0,0.8,1.0,0.8,台積電股價跌破500元,美股大跌，影響台股,標題直接指出台積電股價下跌，影響強度高
2022-08-29 02:12,2330,旺得富 WantRich,《台北股市》盤中焦點股：台積電、太景、永昕、貿聯、佳龍、南染 - 旺得富 WantRich,0.5,0.8,1.0,0.4,台積電相關股受關注,新聞標題提到盤中焦點股有台積電,新聞標題無明確表達利空或利多意見，但提及台積電為焦點股，可能意味著市場對其持續關注
2022-08-29 02:38,2330,工商時報,台積電成殺盤重心500元大關攻防戰開打 - 工商時報,-0.8,0.9,1.0,0.4,台積電面臨殺盤壓力,標題提到500元大關攻防戰開打,新聞標題用語強烈，表現出對台積電的負面預期
2022-08-29 03:09,2330,自由財經,大摩：美晶片法 台積電約可獲20億美元補貼 - 自由財經,1.0,0.8,0.9,0.4,台積電可能獲得20億美元補貼,美晶片法對台積電帶來的利好,新聞標題中提到大摩的分析，預測台積電將從美晶片法獲得20億美元補貼
2022-08-29 03:38,2330,ETtoday財經雲,鮑爾放鷹嚇壞科技股 台積電重挫16元市值跌破13兆 - ETtoday財經雲,-0.8,0.9,0.7,0.8,台積電股價重挫,"新聞標題提到鮑爾放鷹事件對科技股造成負面影響, 台積電股價跌破13兆","新聞標題表明了極大利空的情況, 也顯示了投資者對台積電股價的強烈反應"
2022-08-29 04:12,2330,旺得富 WantRich,《半導體》亞洲仍為製造中心 外資續看讚台積電 - 旺得富 WantRich,1.0,0.8,1.0,0.4,外資續看讚台積電,標題提及半導體亞洲仍為製造中心，外資續看讚台積電,新聞標題表明對台積電的信心和投資意願
2022-08-29 06:07,2330,Yahoo奇摩股市,台積電暴跌13.5元失守500 台股重摔352點跌破萬五 - Yahoo奇摩股市,-1.0,1.0,1.0,0.8,台積電暴跌13.5元,標題中提到台積電股價下跌13.5元,公司股價大幅下跌，表明市場對公司股票持極度悲觀態度
2022-08-29 06:57,2330,經濟日報,晶圓雙雄同步失守關卡價 台積電跌13.5元收498.5元 - 經濟日報,-1.0,0.8,1.0,0.4,台積電跌13.5元,晶圓雙雄同步失守關卡價,新聞標題中提到台積電股價下跌，表明負面情緒
2022-08-29 07:00,2330,Yahoo奇摩股市,8大官股昨買超台股近60億 逢低布局台積電、長榮等10檔 - Yahoo奇摩股市,1.0,0.8,1.0,0.4,官股集體買超對台積電等股票表現出強烈的信心,"官股昨天買超台股近60億, 逢低布局台積電、長榮等10檔",官股集體買超表示市場對這些股票仍然樂見其成
2022-08-29 07:00,2330,Yahoo奇摩股市,《半導體》台積電舉行年度技術論壇 魏哲家提三大未來方向 - Yahoo奇摩股市,0.5,0.6,0.8,0.4,台積電年度技術論壇提及三大未來方向,半導體_台積電舉行年度技術論壇 魏哲家提三大未來方向,新聞標題中提到台積電進行年度技術論壇，表明公司正在投資研究和發展新技術。同時，魏哲家的發言也引起關注，意味著公司將繼續朝前進的路線邁進。這些跡象表明對公司未來發展有正面期待，但仍不確定具體成果
2022-08-29 07:00,2330,鉅亨新聞,台積電跳水跌破500元市值失守13兆元大關| Anue鉅亨- 台股新聞 - 鉅亨新聞,-1.0,1.0,1.0,0.4,台積電跳水跌破500元市值失守13兆元大關,新聞標題指出台積電的股價下跌,新聞標題顯示極大利空的情況
2022-08-29 10:58,2330,Yahoo奇摩股市,Fed暗示再升息 台股大跌352點 台積電跌到4字頭 - Yahoo奇摩股市,-1.0,0.9,1.0,0.8,台股大跌，台積電受影響,Fed暗示再升息，台股大跌352點,因為 Fed 的升息政策對科技股有重大影響
2022-08-29 12:14,2330,Yahoo奇摩股市,外資賣超台股244億元 大砍航空雙雄、台積電聯電 - Yahoo奇摩股市,-1.0,0.8,0.9,0.4,外資賣超對台股造成大幅砍損,外資賣超台股244億元,新聞標題顯示外資持有率下降，預計影響時間中期
2022-08-29 12:32,2330,大紀元,美晶片補助 大摩：台積電可能獲得600億 - 大紀元,1.0,0.8,0.6,0.4,大摩預測台積電可能獲得600億,美晶片補助,新聞標題提及了台積電可能獲得補助的消息
2022-08-30 00:31,2330,旺得富 WantRich,《今日財經懶人包》美股遭鷹襲，道瓊收紅失敗、台積電ADR跌逾2％；投信堅守多頭崗位、連47買；重磅股減資將至，長榮、面板雙虎入列 - 旺得富 WantRich,-0.8,0.7,1.0,0.4,台積電ADR跌逾2%,今日財經懶人包指出美股遭鷹襲，道瓊收紅失敗、台積電ADR跌逾2%,新聞標題中提到台積電ADR的下跌，因此獲得極大利空的評分
2022-08-30 00:59,2330,Yahoo奇摩新聞,8大官股昨買超台股近60億 逢低布局台積電、長榮等10檔 - Yahoo奇摩新聞,0.8,0.9,1.0,0.4,官股買超對2330有利,8大官股昨買超台股近60億 逢低布局台積電、長榮等10檔,官股買超表明市場對這些公司的信心增加，可能帶動價格上漲
2022-08-30 01:06,2330,ETtoday財經雲,台股反彈無力、上漲近10點 台積電小跌1元至497.5 - ETtoday財經雲,-0.7,0.8,1.0,0.4,台股反彈無力，對2330產生負面影響,新聞標題提到台股反彈無力，小幅上漲近10點，但2330則小跌1元至497.5,因為該股票在短期內受惠於市場波動，短期中仍可能受到影響
2022-08-30 01:10,2330,經濟日報,台股開盤下跌6點 台積電開盤下跌1元 - 經濟日報,-0.6,0.8,1.0,0.4,台股下跌，台積電受影響,"台股開盤下跌6點, 台積電開盤下跌1元",新聞標題顯示了對整體市場和台積電的負面影響
2022-08-30 01:45,2330,民視新聞網FTVn,台積電早盤跌破季線 市值降至12.87兆元 - 民視新聞網FTVn,-0.8,1.0,1.0,0.4,台積電股價跌破季線,新聞標題,股票跌破預期水平
2022-08-30 02:33,2330,經濟日報,中芯7奈米只花兩年 TechInsights再舉和台積電神似之處 - 經濟日報,-0.8,0.6,0.9,0.4,台積電股價受影響,中芯7奈米只花兩年,標題提及TechInsights再舉和台積電神似之處，可能意味著台積電的優勢受到挑戰
2022-08-30 02:41,2330,經濟日報,台積電技術論壇今登場 股價奮戰500元 - 經濟日報,0.5,0.8,1.0,0.4,台積電股價可能增加至500元,台積電技術論壇今登場 股價奮戰500元,新聞標題指出台積電的技術論壇即將登場，股價正在向上突破500元，這表明市場對台積電有正面的預期
2022-08-30 02:47,2330,udn.com,台積電2022技術論壇 4奈米客戶聯發科現身力挺 - udn.com,0.6,0.5,0.8,0.4,台積電技術論壇受到肯定,聯發科在台積電2022技術論壇上現身，力挺台積電,標題顯示聯發科支持台積電，表明其對台積電的信心和合作意願
2022-08-30 02:56,2330,udn.com,魏哲家透露台積電3奈米即將量產 2奈米目標2025量產 - udn.com,1.0,0.9,0.8,0.4,台積電3奈米量產與2025年2奈米量產目標,魏哲家透露台積電3奈米即將量產 2奈米目標2025量產,新技術發展帶來股價上漲機會，長期看來對公司有利
2022-08-30 02:56,2330,經濟日報,台積電技術論壇今登場 魏哲家：3奈米即將量產、2奈米目標2025量產 - 經濟日報,0.8,0.9,1.0,0.4,魏哲家預測台積電即將量產3奈米技術,台積電技術論壇今登場 魏哲家：3奈米即將量產、2奈米目標2025量產,新聞標題中提到魏哲家對於3奈米和2奈米技術的預測表現出正面的態度，且具有一定的證據支持
2022-08-30 03:40,2330,udn.com,台積電魏哲家分享半導體3件事改變 和客戶緊密合作降低風險 - udn.com,0.7,0.8,1.0,0.4,魏哲家分享半導體趨勢,台積電魏哲家分享半導體3件事改變 和客戶緊密合作降低風險,標題內容提及魏哲家對半導體產業的評估和分析，表明股價可能會受到影響
2022-08-30 04:01,2330,Yahoo奇摩股市,《半導體》台積電魏哲家：供應鏈區域化 必然導致成本增加 - Yahoo奇摩股市,-0.8,0.7,0.9,0.4,供應鏈區域化可能導致成本增加,半導體台積電魏哲家指出供應鏈區域化必然導致成本增加,該新聞標題直接表明了對台積電的負面評價，並未給出任何中立或正面的資訊
2022-08-30 04:12,2330,旺得富 WantRich,擺脫抄襲臭名 中芯7奈米製程練功有成 研調稱與三星、台積電、英特爾匹敵 - 旺得富 WantRich,0.8,0.7,1.0,0.4,中芯的七奈米製程成功，與全球頂尖廠商匹敵,標題提到擺脫抄襲臭名，且研調稱其與三星、台積電、英特爾匹敵,新聞標題表明中芯的七奈米製程取得了重大進展，與全球頂尖廠商匹敵，因此預計對投資者有正面影響
2022-08-30 04:36,2330,工商時報,擺脫抄襲臭名 研調:中芯7奈米匹敵台積電 - 工商時報,0.8,0.9,0.7,0.4,中芯的7奈米技術與台積電相比，似乎不再是弱點,標題提到擺脫抄襲臭名，暗示中芯已經克服了一個重大的劣勢,中芯的技術進步，可能對其股價有正面影響
2022-08-30 05:49,2330,ETtoday財經雲,台股小漲27點再戰萬五！ 台積電下跌2.5元、大立光漲逾2% - ETtoday財經雲,0.0,0.4,1.0,0.8,台股小漲27點，但2330台積電下跌2.5元,新聞標題：台股小漲27點再戰萬五！ 台積電下跌2.5元、大立光漲逾2%,新聞標題中有正面的表現（小漲27點），但也有負面的表現（台積電下跌2.5元）
2022-08-30 06:05,2330,今周刊-在今天看見明天,舌尖上的台積電！鹿港甜點師巧做「晶圓月餅」 這次中秋節，你也能把護國神山「塊塊」吃入口 - 今周刊-在今天看見明天,1.0,0.2,1.0,0.8,對2330的影響中立,新聞標題與台積電無直接關聯，純粹是營造品牌效應,新聞標題雖然提到了台積電，但內容並未涉及任何企業運作或財務信息，因此對2330的影響度不高
2022-08-30 06:34,2330,udn.com,台積電技術論壇總裁魏哲家談先進製程 呼喚聯發科力挺 - udn.com,0.8,0.6,1.0,0.4,聯發科可能會增強對台積電的支持,魏哲家談先進製程 呼喚聯發科力挺,新聞標題表明台積電可能獲得聯發科的支持，從而使得該公司的市場地位和競爭優勢增強。
2022-08-30 07:00,2330,今周刊-在今天看見明天,台積電(2330)菜鳥待1年「領34個月」破200萬！為何這次開獎超安靜？他曝台積人正搶做1件事「沒空」 - 今周刊-在今天看見明天,0.9,1.0,1.0,0.4,台積電菜鳥待一年領34個月賞金達200萬,新聞標題提到台積電員工獲得高額獎金,強烈的正面情緒，表明員工受益；影響度最大，因為是公司內部的一項重大政策；確定性最高，因為是已發生的事實；時間范圍為中期，因為是長期工作結果
2022-08-30 07:00,2330,經濟日報,台積電王英郎：2024年美日及高雄三座新廠同時量產 - 經濟日報,0.8,1.0,0.9,0.4,台積電預計2024年美日及高雄三座新廠同時量產,新聞標題,公司未來展望良好，市場對新廠的開工和量產有期待
2022-08-30 07:00,2330,經濟日報,台積電萬睿洋：人類已走得比科幻電影還更遠且不僅於此 - 經濟日報,0.5,0.8,1.0,0.4,預期對台積電的影響不明確,新聞標題中提及科幻電影和人類技術進步，但沒有直接提及台積電或相關產業,新聞標題表現出向前看的氣氛，但缺乏具體的信息，因此難以評估對股票代號2330的影響
2022-08-30 07:00,2330,經濟日報,在台中租借、歸還GoShare 就抽台積電股票 - 經濟日報,-0.5,0.7,0.8,0.4,台積電股票抽獎,在台中租借、歸還GoShare 就抽台積電股票 - 經濟日報,新聞標題提到與台積電有關的抽獎活動
2022-08-30 07:00,2330,Yahoo奇摩股市,台積電股價黑翻紅 站回季線496.5元 - Yahoo奇摩股市,1.0,0.9,1.0,0.8,台積電股價大幅上漲,黑翻紅 章回季線496.5元,
2022-08-30 07:00,2330,Yahoo奇摩新聞,快訊／台股跌近80點！失守14900 台積電跌至492 - Yahoo奇摩新聞,-1.0,0.9,1.0,0.8,台股大幅跌落,快訊／台股跌近80點！失守14900 台積電跌至492,新聞標題表明台股大跌，影響力強度高且已發生事實，時間框架為短期
2022-08-30 07:00,2330,Yahoo奇摩股市,MSCI盤後生效！台股漲141點站回萬五大關 台積電成交量創1個月新高 - Yahoo奇摩股市,0.8,0.9,1.0,0.4,台股大幅上漲,台股漲141點站回萬五大關,MSCI盤後生效帶動台股上漲，台積電成交量創1個月新高
2022-08-30 07:00,2330,財訊,今日財經大事搶先看：台積電技術論壇利多不漲，指數開盤失守14900拉回、美蘇冷戰終結者戈巴契夫過世 - 財訊,0.0,0.2,0.5,0.8,今日財經市場不太受影響,新聞標題中沒有直接提到台積電相關消息,新聞標題主要聚焦於美蘇冷戰終結者過世以及指數開盤情況
2022-08-30 08:06,2330,民視新聞網FTVn,台積電分紅來了！1年新人「狂領35個月」破200萬網驚：排隊買房了 - 民視新聞網FTVn,0.8,1.0,0.9,0.4,台積電分紅將對市場產生正面影響,新聞標題提及了台積電的分紅,分紅通常是股價上漲的訊號
2022-08-30 08:19,2330,udn.com,談2024年目標 台積電王英郎：美日及高雄3座新廠同時量產 - udn.com,1.0,0.9,0.8,0.4,台積電新廠量產計劃提早實現,台積電王英郎表示將於2024年在美日及高雄三座新廠同時進行量產,王英郎的表述強調了公司的擴張規劃和效率提高，因此對股票價格有正面影響
2022-08-30 08:54,2330,今周刊-在今天看見明天,台積電(2330)4奈米可食用？鹿港甜點師巧做「晶圓月餅」 這次中秋節，你也能把護國神山「塊塊」吃入口 - 今周刊-在今天看見明天,-1.0,0.8,0.2,0.4,台積電股價可能受到負面影響,新聞標題提及「可食用？」和「吃入口」,標題語氣輕鬆，暗示對公司形象的不利影響
2022-08-30 09:44,2330,今周刊-在今天看見明天,iPhone 14亮點搶先看！台積電、大立光、鴻海…一表掌握台廠訂單占比 - 今周刊-在今天看見明天,0.8,0.7,0.9,0.4,iPhone 14 預計對台積電等公司產生正面影響,新聞標題提及 iPhone 14 的亮點搶先看，表明新一代 iPhone 將於即將發佈,新聞標題預示iPhone 14 將帶來新的亮點，這通常意味著對相關公司的需求和收入增長，尤其是對於像台積電、大立光、鴻海這樣與 iPhone 生產線相關聯的企業。因此，我們認為這個新聞具有正面情緒、相當強烈的影響力，並且相對確定，而且對中期有所影響
2022-08-30 10:19,2330,Yahoo奇摩股市,台積電快速擴產 美、日及高雄3座廠2024年量產 - Yahoo奇摩股市,0.6,0.8,1.0,0.4,台積電擴產消息出爐,新聞標題提到台積電將在2024年量產三座廠,公司擴產表現利好，對股價有正面影響
2022-08-30 10:55,2330,Yahoo奇摩股市,台積電總裁分享新技術 魏哲家幽默談遠距 - Yahoo奇摩股市,0.8,0.7,1.0,0.4,台積電總裁分享新技術,新聞標題提到台積電總裁進行了分享新技術的活動,這種行動可能對公司形象和市場評估有正面影響
2022-08-30 12:20,2330,Yahoo奇摩新聞,台積電分紅來了！1年新人「領35個月」破200萬 - Yahoo奇摩新聞,1.0,0.8,0.9,0.4,台積電宣布發放分紅,標題中提到『來了！1年新人』,因為台積電分紅的宣布，股價可能會有短期上升的趨勢
2022-08-30 13:07,2330,udn.com,指台積電不會和客戶競爭 魏哲家暗嗆三星「有哪家廠商敢這樣說」 - udn.com,-0.5,0.6,1.0,0.8,台積電受到質疑,,
2022-08-30 21:10,2330,Anue鉅亨,〈台股盤前要聞〉台積電3奈米將量產、iPhone 14 Pro超廣角規格升級 今日必看財經新聞 - Anue鉅亨,0.8,1.0,0.9,0.4,台積電3奈米量產將提升公司利益,新聞標題提到台積電的量產規程和iPhone 14 Pro的升級規格,新規程和升級規格對公司收入有很大的增長空間
